rounded_latitude,rounded_longitude,no_of_collisions
40.7277,-73.9294,176
40.7399,-73.995,176
40.742,-73.8412,176
40.7896,-73.9401,176
40.8379,-73.8814,176
40.8648,-73.9194,176
40.877,-73.8464,176
40.7539,-73.9976,176
40.7229,-73.9886,176
40.7558,-73.9648,176
40.7604,-73.9912,176
40.6666,-73.8718,175
40.667,-73.9313,175
40.6789,-73.9216,175
40.7196,-73.8398,175
40.7548,-73.9799,175
40.8011,-73.9299,175
40.818,-73.9615,175
40.8731,-73.9057,175
40.723,-73.9988,175
40.6131,-74.1226,175
40.6959,-73.8189,175
40.6115,-73.9244,174
40.6658,-73.7555,174
40.6972,-73.9529,174
40.7567,-73.9786,174
40.7678,-73.956,174
40.7761,-73.9107,174
40.8604,-73.8889,174
40.8813,-73.8388,174
40.7623,-73.9861,174
40.7642,-73.971,174
40.6608,-73.8403,174
40.6645,-73.8228,173
40.677,-73.9527,173
40.6824,-73.9707,173
40.7189,-73.9748,173
40.7246,-73.9482,173
40.7363,-73.8563,173
40.7724,-73.9787,173
40.8042,-73.9667,173
40.8355,-73.9494,173
40.866,-73.8721,173
40.6323,-73.9668,173
40.6764,-74.001,173
40.6605,-73.9628,172
40.6921,-73.989,172
40.7201,-73.7904,172
40.7375,-73.9339,172
40.7432,-74.0086,172
40.7539,-73.9721,172
40.7723,-73.9453,172
40.7946,-73.9718,172
40.8059,-73.9252,172
40.8252,-73.8677,172
40.8408,-73.8726,172
40.8149,-73.915,172
40.8775,-73.8366,172
40.7356,-73.876,172
40.6002,-73.9956,171
40.6802,-73.9463,171
40.7114,-73.7284,171
40.7259,-74.011,171
40.7502,-74.0023,171
40.751,-73.9403,171
40.7535,-73.9888,171
40.7585,-73.8296,171
40.823,-73.8819,171
40.7264,-74.0057,171
40.7555,-73.9836,171
40.8242,-73.9138,171
40.6735,-73.973,171
40.6881,-73.8488,171
40.7044,-73.8144,171
40.5903,-74.0666,170
40.6967,-73.9809,170
40.7161,-73.8185,170
40.7533,-74.0038,170
40.7578,-73.861,170
40.7916,-73.9447,170
40.8228,-73.9288,170
40.8432,-73.912,170
40.8521,-73.9207,170
40.8284,-73.8607,170
40.7533,-73.7068,170
40.6272,-73.9656,170
40.6514,-73.8697,170
40.7568,-73.8737,170
40.634,-73.9478,169
40.6575,-73.898,169
40.6759,-73.8949,169
40.678,-73.8721,169
40.6913,-73.9518,169
40.6929,-73.8778,169
40.6948,-73.9833,169
40.7604,-73.9758,169
40.8468,-73.9319,169
40.7048,-74.0167,169
40.7404,-73.9946,169
40.7473,-73.974,169
40.7591,-73.9726,169
40.8693,-73.8255,169
40.6428,-73.9794,169
40.6433,-73.9741,169
40.6247,-73.9993,168
40.6656,-73.7582,168
40.696,-73.9435,168
40.7011,-73.9404,168
40.7152,-74.0133,168
40.7179,-73.9857,168
40.7242,-73.9978,168
40.7364,-73.975,168
40.7422,-73.9933,168
40.7529,-73.9892,168
40.7541,-73.9958,168
40.7967,-73.9762,168
40.803,-73.9639,168
40.8231,-73.8822,168
40.8273,-73.8498,168
40.8364,-73.9159,168
40.7539,-73.9996,168
40.7442,-73.9919,168
40.7413,-73.9753,168
40.6633,-73.961,167
40.6704,-73.9282,167
40.6773,-73.9275,167
40.7421,-73.8245,167
40.7431,-73.974,167
40.7537,-73.8328,167
40.7892,-73.9548,167
40.804,-73.931,167
40.7634,-73.9592,167
40.6541,-73.8873,166
40.6578,-73.9396,166
40.6985,-73.9602,166
40.7202,-73.9444,166
40.8955,-73.8771,166
40.7467,-73.9901,166
40.7195,-73.9913,166
40.6375,-73.9289,166
40.7242,-73.755,166
40.6205,-73.9925,165
40.6777,-73.9359,165
40.736,-73.9978,165
40.7552,-73.9967,165
40.7684,-73.7375,165
40.8309,-73.9414,165
40.8099,-73.9031,165
40.6962,-73.7436,165
40.708,-73.8371,165
40.5858,-73.9379,164
40.5994,-73.9514,164
40.6388,-73.9454,164
40.6641,-73.9482,164
40.689,-73.7858,164
40.6935,-73.9792,164
40.7508,-74.0019,164
40.7547,-73.9758,164
40.7547,-73.9879,164
40.7575,-73.8291,164
40.7641,-73.9885,164
40.7983,-73.924,164
40.8262,-73.8217,164
40.6543,-73.9221,164
40.7134,-73.9348,164
40.6555,-73.8883,163
40.6801,-73.944,163
40.6849,-73.9101,163
40.6954,-73.9492,163
40.7151,-73.7494,163
40.7621,-73.9974,163
40.7693,-73.8666,163
40.8282,-73.9349,163
40.8445,-73.9027,163
40.8789,-73.8735,163
40.7473,-73.9896,163
40.8411,-73.9398,163
40.8469,-73.9014,163
40.6328,-73.9284,163
40.6648,-73.8223,162
40.7004,-73.9444,162
40.7158,-73.7465,162
40.716,-73.9867,162
40.718,-73.9866,162
40.7564,-73.9601,162
40.7611,-73.7555,162
40.7769,-73.9494,162
40.7774,-73.9788,162
40.7865,-73.9722,162
40.7924,-73.9642,162
40.8176,-73.9532,162
40.8225,-73.8851,162
40.8254,-73.9235,162
40.8627,-73.9033,162
40.8056,-73.9344,162
40.7558,-73.9864,162
40.7096,-73.9589,162
40.7639,-73.8281,162
40.6368,-73.7406,162
40.6043,-74.0521,161
40.6073,-73.9673,161
40.6257,-73.9564,161
40.6882,-73.8489,161
40.6908,-73.7273,161
40.7243,-73.9908,161
40.7336,-73.9996,161
40.7396,-73.7917,161
40.7495,-73.9754,161
40.7738,-73.8929,161
40.8683,-73.9011,161
40.7496,-74.0028,161
40.7237,-73.991,161
40.62,-73.9643,161
40.765,-73.8871,161
40.7215,-73.844,161
40.6276,-73.8902,160
40.6811,-73.9645,160
40.7268,-73.8385,160
40.7576,-73.9634,160
40.765,-73.8207,160
40.7743,-73.9573,160
40.8062,-73.9091,160
40.8189,-73.8923,160
40.8307,-73.9105,160
40.7209,-73.9938,160
40.7723,-73.9527,160
40.5676,-74.1126,160
40.7055,-73.9502,160
40.6635,-73.9627,160
40.6507,-73.9525,160
40.5832,-73.973,159
40.6001,-73.9659,159
40.6909,-73.9207,159
40.7355,-73.8697,159
40.7371,-73.8527,159
40.8111,-73.9273,159
40.8316,-73.943,159
40.8543,-73.9003,159
40.8076,-73.9192,159
40.8628,-73.9049,159
40.6185,-74.0212,159
40.6105,-74.0958,158
40.6577,-73.897,158
40.6695,-73.8628,158
40.6938,-73.7269,158
40.7054,-73.7826,158
40.7332,-73.8669,158
40.7558,-73.9708,158
40.761,-73.8244,158
40.845,-73.9263,158
40.7466,-73.9938,158
40.7368,-73.9785,158
40.7509,-73.9807,158
40.7514,-73.974,158
40.761,-73.9754,158
40.763,-73.8753,158
40.755,-73.8727,158
40.6671,-73.8346,158
40.6632,-73.8937,157
40.665,-73.8023,157
40.68,-73.9055,157
40.735,-73.9798,157
40.7413,-73.9026,157
40.7427,-73.8395,157
40.7441,-74.0068,157
40.751,-73.9347,157
40.7609,-73.9671,157
40.7623,-73.9745,157
40.7701,-73.9574,157
40.8502,-73.9358,157
40.8564,-73.8263,157
40.8805,-73.8838,157
40.7427,-73.9845,157
40.7566,-73.9744,157
40.7766,-73.9527,157
40.6087,-74.0884,157
40.8774,-73.8665,157
40.6961,-73.7462,157
40.5901,-73.9742,156
40.6345,-73.9495,156
40.7138,-73.9208,156
40.7264,-73.9918,156
40.7365,-73.8561,156
40.7432,-73.9721,156
40.7611,-73.9833,156
40.7707,-73.9945,156
40.8723,-73.9127,156
40.7454,-73.9947,156
40.7484,-73.9962,156
40.7279,-74.0054,156
40.8382,-73.9012,156
40.6754,-73.9082,156
40.7214,-73.844,156
40.7018,-73.8079,156
40.6528,-73.92,155
40.695,-73.9888,155
40.7348,-73.9908,155
40.743,-73.8143,155
40.7484,-73.9804,155
40.7549,-73.9685,155
40.7736,-73.9816,155
40.7875,-73.9383,155
40.8056,-73.9105,155
40.8065,-73.9085,155
40.8076,-73.9372,155
40.7479,-73.9929,155
40.6127,-74.0117,155
40.5951,-73.754,155
40.5844,-73.9271,154
40.6678,-73.8948,154
40.7109,-74.0144,154
40.7619,-73.8297,154
40.7698,-73.9843,154
40.771,-73.8341,154
40.8149,-73.9289,154
40.8201,-73.8903,154
40.833,-73.8627,154
40.8427,-73.8857,154
40.8523,-73.8981,154
40.841,-73.9446,154
40.8596,-73.9078,154
40.5823,-73.9861,153
40.6109,-73.9536,153
40.6636,-73.9344,153
40.6663,-73.996,153
40.6791,-73.8806,153
40.7514,-73.9761,153
40.7634,-73.9927,153
40.7832,-73.9745,153
40.7904,-73.9518,153
40.8018,-73.9611,153
40.8509,-73.9383,153
40.8628,-73.9062,153
40.7423,-73.9777,153
40.7739,-73.9822,153
40.7807,-73.9466,153
40.6763,-73.8922,153
40.5933,-73.9646,153
40.5163,-74.2328,152
40.5465,-74.1804,152
40.6553,-74.0105,152
40.6798,-73.9384,152
40.6862,-73.9507,152
40.6985,-73.9624,152
40.7218,-73.9999,152
40.7329,-73.9206,152
40.7411,-74.0016,152
40.7435,-73.7329,152
40.7559,-73.9907,152
40.7579,-73.9756,152
40.7627,-73.9969,152
40.7653,-73.8152,152
40.7698,-73.9606,152
40.7839,-73.9442,152
40.7881,-73.9443,152
40.8402,-73.9177,152
40.8476,-73.901,152
40.8763,-73.9039,152
40.8822,-73.8805,152
40.7149,-74.0079,152
40.8487,-73.9323,152
40.8166,-73.9168,152
40.8323,-73.9096,152
40.8388,-73.8782,152
40.8445,-73.8462,152
40.8336,-73.8577,152
40.8791,-73.8744,152
40.6678,-73.9312,152
40.6528,-73.9469,152
40.7476,-73.8839,152
40.6653,-73.7299,152
40.6056,-74.0312,151
40.6666,-73.8118,151
40.6894,-73.9551,151
40.7052,-73.9591,151
40.7199,-74.0026,151
40.7217,-73.836,151
40.7367,-73.9973,151
40.7478,-73.9809,151
40.7492,-73.9727,151
40.7571,-73.8271,151
40.7736,-73.9599,151
40.7753,-73.9536,151
40.8165,-73.9196,151
40.844,-73.8978,151
40.845,-73.9025,151
40.7215,-73.9838,151
40.7317,-74.001,151
40.7622,-73.9899,151
40.7627,-73.9597,151
40.5793,-74.0778,151
40.6292,-73.9473,151
40.6904,-73.8411,151
40.5209,-74.2351,150
40.6305,-73.9281,150
40.6513,-74.0039,150
40.6912,-73.8509,150
40.7045,-73.8172,150
40.7206,-73.995,150
40.7215,-73.8045,150
40.7247,-74.0093,150
40.7353,-73.9941,150
40.7358,-73.7465,150
40.7372,-73.9814,150
40.7574,-73.9667,150
40.7636,-73.771,150
40.7651,-73.8194,150
40.7654,-73.8173,150
40.7819,-73.8252,150
40.8133,-73.9303,150
40.8661,-73.8944,150
40.6809,-73.9751,150
40.6489,-73.8926,150
40.6995,-73.961,150
40.7703,-73.876,150
40.7477,-73.8938,150
40.7129,-73.9061,150
40.6737,-73.8432,150
40.7292,-73.7812,150
40.5377,-74.15,149
40.5639,-74.1164,149
40.5932,-73.9086,149
40.6289,-74.1162,149
40.7289,-73.9278,149
40.7521,-73.9735,149
40.7546,-73.9971,149
40.759,-73.8298,149
40.7877,-73.975,149
40.8359,-73.8699,149
40.858,-73.8727,149
40.8766,-73.9044,149
40.7398,-73.9795,149
40.8489,-73.9371,149
40.7375,-73.93,149
40.6803,-73.9747,149
40.6835,-73.9757,149
40.6057,-73.967,149
40.6212,-73.9354,149
40.6286,-74.0059,148
40.6758,-74.0014,148
40.6998,-73.9501,148
40.7123,-73.7854,148
40.7147,-73.9421,148
40.721,-73.8429,148
40.7346,-73.7227,148
40.7385,-73.9027,148
40.7466,-73.765,148
40.7552,-73.9733,148
40.7623,-73.9824,148
40.7628,-73.9932,148
40.7748,-73.9844,148
40.8157,-73.9168,148
40.8191,-73.9292,148
40.7472,-73.9971,148
40.8661,-73.8827,148
40.5967,-73.9853,148
40.6719,-73.9141,148
40.6236,-73.9274,148
40.7139,-73.8301,148
40.6273,-73.9418,147
40.6673,-73.7699,147
40.6709,-73.9365,147
40.6815,-73.7278,147
40.6899,-73.8428,147
40.6925,-73.811,147
40.6964,-73.9407,147
40.6977,-73.8139,147
40.7099,-73.8394,147
40.732,-73.8703,147
40.7408,-73.7268,147
40.7552,-73.9412,147
40.7616,-73.9708,147
40.7914,-73.9357,147
40.809,-73.9286,147
40.8118,-73.9314,147
40.816,-73.9395,147
40.8398,-73.8736,147
40.8448,-73.9258,147
40.8654,-73.8674,147
40.7571,-73.9719,147
40.5721,-74.1081,147
40.8505,-73.9155,147
40.76,-73.8593,147
40.7463,-73.8963,147
40.5794,-74.1695,146
40.6152,-73.9634,146
40.6372,-74.0078,146
40.6778,-73.9528,146
40.7008,-73.9949,146
40.7127,-73.729,146
40.7225,-73.9404,146
40.73,-73.9119,146
40.7328,-73.8684,146
40.775,-73.9589,146
40.7817,-73.949,146
40.7855,-73.9841,146
40.7915,-73.9358,146
40.8354,-73.9203,146
40.8565,-73.8726,146
40.8793,-73.8698,146
40.6346,-74.0235,146
40.6154,-73.9139,146
40.6265,-73.918,146
40.6665,-73.7576,146
40.5841,-73.9639,145
40.6073,-73.9619,145
40.6083,-74.1313,145
40.6402,-73.9195,145
40.6666,-73.8355,145
40.6755,-74.0007,145
40.6938,-73.8117,145
40.7345,-73.9224,145
40.741,-73.9942,145
40.7542,-73.9804,145
40.7871,-73.9419,145
40.8147,-73.9362,145
40.8439,-73.9273,145
40.8442,-73.9029,145
40.8827,-73.8813,145
40.7496,-73.999,145
40.7446,-73.999,145
40.7522,-73.9818,145
40.7586,-73.9658,145
40.846,-73.8845,145
40.6548,-73.9597,145
40.7161,-73.8336,145
40.655,-74.0071,144
40.6647,-73.894,144
40.6661,-73.9314,144
40.6674,-73.7699,144
40.683,-73.9648,144
40.6899,-73.9515,144
40.7198,-73.9875,144
40.7366,-74.0011,144
40.7388,-73.9832,144
40.7389,-73.9873,144
40.7414,-73.823,144
40.7706,-73.8355,144
40.776,-73.9872,144
40.7852,-73.9406,144
40.8021,-73.9341,144
40.8357,-73.9213,144
40.8626,-73.9254,144
40.7067,-74.016,144
40.8454,-73.8911,144
40.8226,-73.871,144
40.7447,-73.9485,144
40.7089,-73.9593,144
40.711,-73.9511,144
40.6697,-73.931,144
40.6473,-73.9803,144
40.6465,-73.9581,144
40.6186,-73.955,144
40.7429,-73.9168,144
40.7195,-73.8912,144
40.5861,-73.9324,143
40.5945,-73.9976,143
40.6427,-73.8766,143
40.662,-73.9196,143
40.7097,-73.8206,143
40.7102,-73.9584,143
40.7658,-73.8237,143
40.7671,-73.9565,143
40.7675,-73.9593,143
40.7686,-73.949,143
40.7704,-73.9541,143
40.7714,-73.9565,143
40.7781,-73.9545,143
40.8246,-73.9106,143
40.8874,-73.8945,143
40.8166,-73.9195,143
40.8379,-73.9114,143
40.8605,-73.8926,143
40.6258,-74.0165,143
40.7507,-73.8588,143
40.7341,-73.8692,143
40.6614,-73.8841,142
40.6683,-73.8421,142
40.6742,-74.0,142
40.6805,-73.8214,142
40.6871,-73.9139,142
40.6962,-73.9753,142
40.7353,-73.9169,142
40.7423,-73.8376,142
40.7478,-73.983,142
40.7628,-73.934,142
40.7665,-73.957,142
40.7681,-73.9589,142
40.773,-73.9821,142
40.7844,-73.9812,142
40.7941,-73.9428,142
40.7948,-73.9444,142
40.8051,-73.9233,142
40.8071,-73.946,142
40.8651,-73.8718,142
40.7225,-73.9871,142
40.7643,-73.9986,142
40.8505,-73.9154,142
40.8726,-73.9047,142
40.7435,-73.9215,142
40.6398,-73.9291,142
40.6831,-73.9738,142
40.6088,-73.973,142
40.7,-73.8309,142
40.6722,-73.7346,142
40.603,-74.0169,141
40.6237,-73.9977,141
40.6542,-73.9499,141
40.6593,-73.9273,141
40.6661,-73.9952,141
40.6716,-73.9984,141
40.6755,-73.7339,141
40.6805,-73.7747,141
40.6854,-73.8822,141
40.7401,-73.8998,141
40.7465,-73.986,141
40.7473,-73.9741,141
40.7519,-73.8323,141
40.7633,-73.7579,141
40.7634,-73.9965,141
40.7659,-73.9634,141
40.7845,-73.9736,141
40.8046,-73.9121,141
40.8084,-73.945,141
40.8115,-73.9348,141
40.8495,-73.9364,141
40.7561,-73.9676,141
40.805,-73.9369,141
40.7628,-73.9657,141
40.591,-74.1009,141
40.7471,-73.9424,141
40.6626,-73.9345,141
40.6987,-73.9589,141
40.6852,-73.9783,141
40.6353,-73.9274,141
40.7372,-73.8794,141
40.6062,-74.0761,140
40.6165,-73.9859,140
40.6368,-74.0118,140
40.6859,-73.8469,140
40.6902,-73.9482,140
40.7146,-73.9012,140
40.717,-73.824,140
40.7301,-73.8624,140
40.7378,-73.8507,140
40.7433,-73.9196,140
40.7543,-73.909,140
40.7616,-73.8221,140
40.7646,-73.9955,140
40.7762,-73.976,140
40.7888,-73.9376,140
40.7888,-73.8138,140
40.8142,-73.9343,140
40.8292,-73.9288,140
40.8961,-73.8669,140
40.7212,-73.9922,140
40.7051,-74.0165,140
40.5852,-74.0934,140
40.6825,-73.9763,140
40.6409,-73.9736,140
40.6114,-74.0349,140
40.699,-73.807,140
40.6249,-74.1467,139
40.6651,-73.9967,139
40.6652,-73.9315,139
40.6656,-73.8313,139
40.6793,-73.9291,139
40.6912,-73.9821,139
40.7145,-73.9748,139
40.7521,-73.9756,139
40.7536,-73.9694,139
40.7603,-73.7694,139
40.7624,-73.9544,139
40.764,-73.996,139
40.8791,-73.8432,139
40.7883,-73.9765,139
40.8068,-73.9275,139
40.7362,-73.7137,139
40.6774,-73.983,139
40.677,-73.9218,139
40.7326,-73.8681,139
40.6717,-73.851,139
40.6818,-73.9499,138
40.6843,-73.783,138
40.7011,-73.9609,138
40.7061,-73.8318,138
40.7211,-73.7595,138
40.7216,-73.9417,138
40.7438,-73.8375,138
40.7492,-73.967,138
40.7527,-73.9968,138
40.7673,-73.9687,138
40.7793,-73.9811,138
40.782,-73.9755,138
40.7929,-73.9675,138
40.8114,-73.954,138
40.8624,-73.8971,138
40.8808,-73.8835,138
40.7428,-74.0003,138
40.756,-73.979,138
40.764,-73.9588,138
40.7642,-73.9689,138
40.8311,-73.9058,138
40.8389,-73.8781,138
40.6788,-73.8443,138
40.6224,-73.9647,137
40.6562,-73.9147,137
40.6674,-73.7736,137
40.6718,-73.9531,137
40.6838,-73.7698,137
40.6861,-74.0004,137
40.6922,-73.9873,137
40.6925,-73.7269,137
40.7054,-73.7758,137
40.7092,-73.8432,137
40.7245,-73.7247,137
40.7412,-73.8428,137
40.7549,-73.8525,137
40.7635,-73.9852,137
40.7692,-73.9848,137
40.8301,-73.8503,137
40.8454,-73.9282,137
40.8533,-73.8817,137
40.8765,-73.9046,137
40.757,-73.9639,137
40.7911,-73.9534,137
40.8163,-73.8962,137
40.8503,-73.8514,137
40.8452,-73.8661,137
40.6638,-73.9372,137
40.626,-74.0015,137
40.7589,-73.8319,137
40.5604,-74.1201,136
40.6021,-74.1149,136
40.6432,-73.9488,136
40.6484,-73.8824,136
40.6658,-73.9194,136
40.6767,-73.8437,136
40.678,-73.9414,136
40.6908,-73.9962,136
40.6978,-73.8139,136
40.6998,-73.9829,136
40.7258,-73.9976,136
40.7367,-73.8545,136
40.7377,-73.9743,136
40.7506,-73.9457,136
40.7555,-73.8247,136
40.7564,-73.9643,136
40.7616,-73.9686,136
40.7646,-73.9583,136
40.7647,-73.988,136
40.7651,-73.8129,136
40.8154,-73.9399,136
40.843,-73.9036,136
40.7484,-74.0037,136
40.7188,-73.9957,136
40.8213,-73.9461,136
40.772,-73.956,136
40.847,-73.8981,136
40.8574,-73.8466,136
40.6196,-73.9335,136
40.5873,-73.9604,136
40.6371,-73.8934,136
40.7483,-73.826,136
40.73,-73.8235,136
40.6663,-73.8106,136
40.6077,-74.1389,135
40.6542,-73.9107,135
40.6599,-73.8917,135
40.7312,-73.8716,135
40.7499,-73.9378,135
40.7515,-73.8323,135
40.7659,-73.9574,135
40.778,-73.9822,135
40.7816,-73.8367,135
40.7932,-73.9406,135
40.7993,-73.9432,135
40.8587,-73.9037,135
40.8687,-73.9024,135
40.7578,-73.9735,135
40.8827,-73.8812,135
40.8874,-73.878,135
40.6957,-73.9464,135
40.7144,-73.9334,135
40.6331,-74.0056,135
40.7343,-73.8626,135
40.6721,-73.8432,135
40.7066,-73.8066,135
40.5848,-73.9601,134
40.6046,-73.9983,134
40.6633,-73.9951,134
40.6657,-73.7556,134
40.6871,-73.808,134
40.6895,-73.9221,134
40.7005,-73.7968,134
40.7112,-73.9489,134
40.7256,-73.9899,134
40.7329,-74.0001,134
40.7527,-74.0005,134
40.7532,-73.8219,134
40.7611,-73.8269,134
40.7703,-73.8761,134
40.777,-73.9637,134
40.7845,-73.9774,134
40.7862,-73.9457,134
40.7953,-73.9713,134
40.801,-73.9293,134
40.8051,-73.9109,134
40.8143,-73.913,134
40.8366,-73.8714,134
40.8527,-73.9191,134
40.8631,-73.9206,134
40.7291,-74.0107,134
40.6077,-74.0894,134
40.8409,-73.8728,134
40.8952,-73.88,134
40.7425,-73.9492,134
40.6627,-73.9219,134
40.7681,-73.8762,134
40.7418,-73.881,134
40.6979,-73.8024,134
40.6091,-74.1499,133
40.6561,-73.9396,133
40.6703,-73.9254,133
40.6711,-73.7363,133
40.6782,-73.9441,133
40.6805,-73.9614,133
40.6817,-73.9586,133
40.717,-73.8265,133
40.7542,-73.8278,133
40.7573,-73.7476,133
40.7582,-73.7774,133
40.7641,-73.9922,133
40.787,-73.8117,133
40.8397,-73.9293,133
40.7448,-73.9952,133
40.749,-74.0032,133
40.7715,-73.9943,133
40.8221,-73.9006,133
40.8885,-73.842,133
40.729,-73.9507,133
40.6006,-73.9614,133
40.7133,-73.7358,133
40.5859,-73.9519,132
40.5867,-73.9662,132
40.5984,-73.9063,132
40.6084,-74.0387,132
40.6113,-74.0984,132
40.6519,-73.8653,132
40.6783,-73.9108,132
40.6907,-73.9573,132
40.7043,-73.9192,132
40.7116,-73.9439,132
40.7417,-74.0011,132
40.7466,-73.9976,132
40.7483,-73.9784,132
40.7545,-74.0067,132
40.7583,-74.0001,132
40.7612,-73.7629,132
40.7657,-73.9264,132
40.7666,-73.9867,132
40.7864,-73.8239,132
40.7872,-73.9521,132
40.7897,-73.9481,132
40.7899,-73.9429,132
40.7925,-73.941,132
40.8044,-73.9554,132
40.8262,-73.9203,132
40.8269,-73.9227,132
40.8269,-73.872,132
40.8616,-73.9247,132
40.7292,-73.9872,132
40.7436,-73.9923,132
40.7209,-73.9958,132
40.7686,-73.9852,132
40.7603,-73.9717,132
40.8611,-73.8903,132
40.7338,-73.9374,132
40.6751,-73.988,132
40.6879,-73.9814,132
40.7366,-73.8658,132
40.7383,-73.8856,132
40.6865,-73.7612,132
40.5343,-74.154,131
40.5806,-74.1525,131
40.6162,-73.9546,131
40.6295,-73.9661,131
40.6451,-73.958,131
40.6556,-73.8797,131
40.7044,-73.9946,131
40.7344,-73.9899,131
40.7422,-73.841,131
40.7647,-73.9664,131
40.7653,-73.9951,131
40.8538,-73.9085,131
40.8628,-73.9076,131
40.7366,-73.989,131
40.7326,-73.9744,131
40.7798,-73.9845,131
40.7667,-73.9671,131
40.6114,-74.1168,131
40.8413,-73.8636,131
40.7434,-73.9206,131
40.6482,-73.93,131
40.7069,-73.9397,131
40.6662,-73.9953,131
40.7548,-73.845,131
40.749,-73.8918,131
40.7122,-73.8864,131
40.6514,-73.7589,131
40.6655,-73.7524,131
40.5615,-74.1719,130
40.6363,-73.9584,130
40.6366,-74.0084,130
40.654,-73.9528,130
40.6818,-73.9758,130
40.6886,-73.8757,130
40.6902,-73.9986,130
40.7199,-73.9449,130
40.731,-73.9859,130
40.7665,-73.9942,130
40.7935,-73.9373,130
40.8365,-73.8977,130
40.8846,-73.8266,130
40.7125,-74.0077,130
40.7176,-73.9963,130
40.8813,-73.8387,130
40.6282,-73.9279,130
40.5873,-73.9603,130
40.7301,-73.8623,130
40.7121,-73.7312,130
40.5889,-73.9656,129
40.6345,-73.9189,129
40.6349,-74.0102,129
40.7354,-73.9184,129
40.7365,-73.9283,129
40.7432,-73.98,129
40.7546,-73.9717,129
40.7546,-73.9737,129
40.7565,-73.9724,129
40.763,-73.9819,129
40.7689,-73.8887,129
40.7714,-73.9822,129
40.783,-73.944,129
40.7961,-73.9435,129
40.8141,-73.9557,129
40.8817,-73.9028,129
40.744,-73.7176,129
40.7445,-73.9298,129
40.6228,-74.0283,129
40.7084,-73.9579,129
40.6048,-73.9668,129
40.6396,-73.9548,129
40.7577,-73.7793,129
40.7666,-73.8912,129
40.7025,-73.8143,129
40.6143,-74.1567,128
40.6427,-73.9576,128
40.6545,-73.8822,128
40.6655,-73.7475,128
40.667,-73.7573,128
40.6931,-73.9698,128
40.7392,-73.98,128
40.7416,-73.9782,128
40.742,-73.8247,128
40.7471,-73.9792,128
40.7502,-73.9986,128
40.7559,-73.8826,128
40.7647,-73.8307,128
40.7839,-73.9741,128
40.7951,-73.9332,128
40.8305,-73.8616,128
40.8679,-73.893,128
40.7478,-74.0004,128
40.7286,-73.9877,128
40.7779,-73.9517,128
40.7974,-73.9467,128
40.6278,-74.1213,128
40.8323,-73.9316,128
40.7145,-73.9353,128
40.6611,-73.9201,128
40.7473,-73.7558,128
40.7492,-73.8694,128
40.6592,-73.8399,128
40.6574,-73.7451,128
40.6216,-74.1685,127
40.6554,-73.9501,127
40.6639,-73.9399,127
40.6661,-73.8281,127
40.6701,-73.9225,127
40.6837,-73.968,127
40.7271,-73.9916,127
40.7597,-73.9742,127
40.768,-73.9682,127
40.7963,-73.9383,127
40.8403,-73.9215,127
40.8495,-73.906,127
40.8847,-73.8157,127
40.7947,-73.9718,127
40.6101,-74.1167,127
40.8546,-73.9019,127
40.8567,-73.8953,127
40.6758,-73.9027,127
40.6204,-74.0245,127
40.6363,-73.948,127
40.7145,-73.9444,127
40.6111,-74.1147,126
40.6706,-73.8955,126
40.6782,-73.8707,126
40.6826,-73.7927,126
40.6966,-73.9584,126
40.6989,-73.9175,126
40.6996,-73.9238,126
40.7533,-73.9726,126
40.7577,-73.9715,126
40.7857,-73.9764,126
40.8493,-73.9337,126
40.8952,-73.8801,126
40.7601,-73.9848,126
40.8591,-73.8182,126
40.8058,-73.8773,126
40.5962,-73.961,126
40.6387,-73.8952,126
40.6417,-73.9076,126
40.696,-73.8624,126
40.6797,-73.7772,126
40.5851,-73.9289,125
40.6086,-74.1322,125
40.6229,-74.1494,125
40.6466,-73.904,125
40.6938,-73.9872,125
40.6997,-73.9618,125
40.7012,-73.7947,125
40.7055,-73.7949,125
40.7246,-73.7245,125
40.7322,-73.8701,125
40.7426,-73.9804,125
40.7429,-73.8393,125
40.755,-73.7454,125
40.759,-73.9582,125
40.7596,-73.8302,125
40.7641,-73.8334,125
40.7647,-73.9643,125
40.7652,-73.9579,125
40.7938,-73.9401,125
40.821,-73.9396,125
40.8341,-73.8633,125
40.8545,-73.8677,125
40.8554,-73.9181,125
40.8623,-73.9,125
40.7416,-73.9974,125
40.7684,-73.9891,125
40.7616,-73.9941,125
40.583,-74.0962,125
40.8401,-73.8803,125
40.8711,-73.8768,125
40.7575,-73.9391,125
40.7558,-73.7394,125
40.7518,-73.9036,125
40.6664,-73.785,125
40.6909,-73.7623,124
40.6923,-73.8815,124
40.7011,-73.9224,124
40.7206,-73.8459,124
40.7244,-73.9818,124
40.7262,-73.8702,124
40.7266,-73.7573,124
40.7542,-73.969,124
40.7612,-73.9238,124
40.7722,-73.9822,124
40.7885,-73.9532,124
40.8185,-73.9414,124
40.848,-73.8714,124
40.8807,-73.8776,124
40.597,-74.0934,124
40.884,-73.898,124
40.6687,-73.8683,124
40.6795,-73.9329,124
